id,delivery_file,master_file,cefr,topic,subtype,roles,line_count,target_seconds,record_status
listening_a1_0026,listening_a1_0026.m4a,listening_a1_0026.wav,A1,sante,image_match,f1,3,9,awaiting_recording
listening_a1_0027,listening_a1_0027.m4a,listening_a1_0027.wav,A1,vie_quotidienne,short_dialogue,f1|m1,3,9,awaiting_recording
listening_a1_0028,listening_a1_0028.m4a,listening_a1_0028.wav,A1,logement,short_dialogue,youth|elder_f,3,15,awaiting_recording
listening_a2_0019,listening_a2_0019.m4a,listening_a2_0019.wav,A2,logement,short_dialogue,m1|f1,4,16,awaiting_recording
listening_a2_0020,listening_a2_0020.m4a,listening_a2_0020.wav,A2,transport,announcement,narrator,2,16,awaiting_recording
listening_a2_0021,listening_a2_0021.m4a,listening_a2_0021.wav,A2,sante,short_dialogue,f2|m2,4,19,awaiting_recording
listening_a2_0022,listening_a2_0022.m4a,listening_a2_0022.wav,A2,vie_quotidienne,announcement,narrator,2,12,awaiting_recording
listening_a2_0023,listening_a2_0023.m4a,listening_a2_0023.wav,A2,loisirs,short_dialogue,f1|f2,4,18,awaiting_recording
listening_a2_0024,listening_a2_0024.m4a,listening_a2_0024.wav,A2,etudes,announcement,f2,2,16,awaiting_recording
listening_a2_0025,listening_a2_0025.m4a,listening_a2_0025.wav,A2,logement,short_dialogue,m1|f1,4,17,awaiting_recording
listening_a2_0026,listening_a2_0026.m4a,listening_a2_0026.wav,A2,transport,announcement,narrator,2,20,awaiting_recording
listening_a2_0027,listening_a2_0027.m4a,listening_a2_0027.wav,A2,sante,short_dialogue,f2|f1,4,20,awaiting_recording
listening_a2_0028,listening_a2_0028.m4a,listening_a2_0028.wav,A2,loisirs,announcement,m2,2,17,awaiting_recording
listening_a2_0029,listening_a2_0029.m4a,listening_a2_0029.wav,A2,travail,short_dialogue,m1,2,15,awaiting_recording
listening_a2_0030,listening_a2_0030.m4a,listening_a2_0030.wav,A2,vie_quotidienne,short_dialogue,f1|f2,4,19,awaiting_recording
listening_a2_0031,listening_a2_0031.m4a,listening_a2_0031.wav,A2,logement,short_dialogue,f1|m1,4,16,awaiting_recording
listening_a2_0032,listening_a2_0032.m4a,listening_a2_0032.wav,A2,transport,announcement,narrator,2,19,awaiting_recording
listening_a2_0033,listening_a2_0033.m4a,listening_a2_0033.wav,A2,sante,short_dialogue,f2|f1,4,18,awaiting_recording
listening_a2_0034,listening_a2_0034.m4a,listening_a2_0034.wav,A2,services_publics,announcement,elder_f,3,20,awaiting_recording
listening_a2_0035,listening_a2_0035.m4a,listening_a2_0035.wav,A2,vie_quotidienne,short_dialogue,m1|m2,4,16,awaiting_recording
listening_a2_0036,listening_a2_0036.m4a,listening_a2_0036.wav,A2,loisirs,announcement,m2,2,16,awaiting_recording
listening_a2_0037,listening_a2_0037.m4a,listening_a2_0037.wav,A2,logement,short_dialogue,f1|m1,3,16,awaiting_recording
listening_a2_0038,listening_a2_0038.m4a,listening_a2_0038.wav,A2,transport,announcement,narrator,2,14,awaiting_recording
listening_a2_0039,listening_a2_0039.m4a,listening_a2_0039.wav,A2,vie_quotidienne,short_dialogue,f2|m2,4,18,awaiting_recording
listening_a2_0040,listening_a2_0040.m4a,listening_a2_0040.wav,A2,services_publics,announcement,elder_f,3,18,awaiting_recording
listening_a2_0041,listening_a2_0041.m4a,listening_a2_0041.wav,A2,loisirs,short_dialogue,m1|f1,4,17,awaiting_recording
listening_a2_0042,listening_a2_0042.m4a,listening_a2_0042.wav,A2,travail,short_dialogue,m2,3,18,awaiting_recording
listening_a2_0043,listening_a2_0043.m4a,listening_a2_0043.wav,A2,transport,announcement,f2,2,18,awaiting_recording
listening_a2_0044,listening_a2_0044.m4a,listening_a2_0044.wav,A2,logement,short_dialogue,f1|m1,5,22,awaiting_recording
listening_b1_0027,listening_b1_0027.m4a,listening_b1_0027.wav,B1,transport,announcement,narrator,3,24,awaiting_recording
listening_b1_0028,listening_b1_0028.m4a,listening_b1_0028.wav,B1,logement,interview_excerpt,m1|f1,4,32,awaiting_recording
listening_b1_0029,listening_b1_0029.m4a,listening_b1_0029.wav,B1,services_publics,announcement,f2,3,25,awaiting_recording
listening_b1_0030,listening_b1_0030.m4a,listening_b1_0030.wav,B1,etudes,announcement,m1,3,29,awaiting_recording
listening_b1_0031,listening_b1_0031.m4a,listening_b1_0031.wav,B1,sante,interview_excerpt,f2|f1,4,29,awaiting_recording
listening_b1_0032,listening_b1_0032.m4a,listening_b1_0032.wav,B1,environnement,interview_excerpt,f1|m2,4,30,awaiting_recording
listening_b1_0033,listening_b1_0033.m4a,listening_b1_0033.wav,B1,transport,announcement,f1,3,26,awaiting_recording
listening_b1_0034,listening_b1_0034.m4a,listening_b1_0034.wav,B1,immigration,interview_excerpt,m1|f2,4,34,awaiting_recording
listening_b1_0035,listening_b1_0035.m4a,listening_b1_0035.wav,B1,environnement,announcement,m2,3,33,awaiting_recording
listening_b1_0036,listening_b1_0036.m4a,listening_b1_0036.wav,B1,sante,interview_excerpt,f1|m1,4,33,awaiting_recording
listening_b1_0037,listening_b1_0037.m4a,listening_b1_0037.wav,B1,etudes,announcement,f2,3,29,awaiting_recording
listening_b1_0038,listening_b1_0038.m4a,listening_b1_0038.wav,B1,logement,interview_excerpt,m2|m1,4,31,awaiting_recording
listening_b1_0039,listening_b1_0039.m4a,listening_b1_0039.wav,B1,environnement,interview_excerpt,m1|f1,4,22,awaiting_recording
listening_b1_0040,listening_b1_0040.m4a,listening_b1_0040.wav,B1,transport,announcement,narrator,3,23,awaiting_recording
listening_b1_0041,listening_b1_0041.m4a,listening_b1_0041.wav,B1,immigration,interview_excerpt,f2|m2,4,24,awaiting_recording
listening_b1_0042,listening_b1_0042.m4a,listening_b1_0042.wav,B1,services_publics,announcement,narrator,3,22,awaiting_recording
listening_b1_0043,listening_b1_0043.m4a,listening_b1_0043.wav,B1,travail,interview_excerpt,f1|f2,4,24,awaiting_recording
listening_b1_0044,listening_b1_0044.m4a,listening_b1_0044.wav,B1,sante,announcement,f1,3,18,awaiting_recording
listening_b1_0045,listening_b1_0045.m4a,listening_b1_0045.wav,B1,transport,announcement,narrator,3,29,awaiting_recording
listening_b1_0046,listening_b1_0046.m4a,listening_b1_0046.wav,B1,environnement,interview_excerpt,f1|f2,5,36,awaiting_recording
listening_b1_0047,listening_b1_0047.m4a,listening_b1_0047.wav,B1,immigration,interview_excerpt,m1|m2,5,38,awaiting_recording
listening_b1_0048,listening_b1_0048.m4a,listening_b1_0048.wav,B1,services_publics,announcement,narrator,3,32,awaiting_recording
listening_b1_0049,listening_b1_0049.m4a,listening_b1_0049.wav,B1,sante,interview_excerpt,f1|f2,5,38,awaiting_recording
listening_b1_0050,listening_b1_0050.m4a,listening_b1_0050.wav,B1,logement,interview_excerpt,m1|f2,5,32,awaiting_recording
listening_b1_0051,listening_b1_0051.m4a,listening_b1_0051.wav,B1,transport,announcement,narrator,3,29,awaiting_recording
listening_b1_0052,listening_b1_0052.m4a,listening_b1_0052.wav,B1,logement,interview_excerpt,m1|f1,4,31,awaiting_recording
listening_b1_0053,listening_b1_0053.m4a,listening_b1_0053.wav,B1,environnement,interview_excerpt,f2|m2,4,28,awaiting_recording
